Year;City;Brand;CBU/PbP;Model;Total Year
2015;Tianmen;ABB;PBP;C CLASS SEDAN;7
2015;Wuhan;ABB;PBP;C CLASS SEDAN;1193
2015;Xiangyang;ABB;PBP;C CLASS SEDAN;135
2015;Xianning;ABB;PBP;C CLASS SEDAN;10
2015;Xiantao;ABB;PBP;C CLASS SEDAN;4
2015;Xiaogan;ABB;PBP;C CLASS SEDAN;28
2015;Yichang;ABB;PBP;C CLASS SEDAN;143
2015;Guyuan;ABB;PBP;C CLASS SEDAN;6
2015;Shizuishan;ABB;PBP;C CLASS SEDAN;12
2015;Wuzhong;ABB;PBP;C CLASS SEDAN;12
2015;Yinchuan;ABB;PBP;C CLASS SEDAN;229
2015;Zhongwei;ABB;PBP;C CLASS SEDAN;9
2015;Haibei;ABB;PBP;C CLASS SEDAN;2
2015;Haidong;ABB;PBP;C CLASS SEDAN;7
2015;Haixi;ABB;PBP;C CLASS SEDAN;5
2015;Xining;ABB;PBP;C CLASS SEDAN;153
2015;Yushu;ABB;PBP;C CLASS SEDAN;2
2015;Ankang;ABB;PBP;C CLASS SEDAN;26
2015;Baoji;ABB;PBP;C CLASS SEDAN;42
2015;Hanzhong;ABB;PBP;C CLASS SEDAN;49
2015;Shangluo;ABB;PBP;C CLASS SEDAN;5
2015;Tongchuan;ABB;PBP;C CLASS SEDAN;2
2015;Weinan;ABB;PBP;C CLASS SEDAN;26
2015;Xi'an;ABB;PBP;C CLASS SEDAN;1465
2015;Xianyang;ABB;PBP;C CLASS SEDAN;71
2015;Yan'an;ABB;PBP;C CLASS SEDAN;42
2015;Yu2lin;ABB;PBP;C CLASS SEDAN;61
2015;Bazhong;ABB;PBP;C CLASS SEDAN;11
2015;Chengdu;ABB;PBP;C CLASS SEDAN;3098
2015;Dazhou;ABB;PBP;C CLASS SEDAN;42
2015;Deyang;ABB;PBP;C CLASS SEDAN;104
2015;Ganzi;ABB;PBP;C CLASS SEDAN;1
2015;Guang'an;ABB;PBP;C CLASS SEDAN;66
2015;Guangyuan;ABB;PBP;C CLASS SEDAN;21
2015;Leshan;ABB;PBP;C CLASS SEDAN;126
2015;Liangshan;ABB;PBP;C CLASS SEDAN;18
2015;Luzhou;ABB;PBP;C CLASS SEDAN;25
2015;Meishan;ABB;PBP;C CLASS SEDAN;90
2015;Mianyang;ABB;PBP;C CLASS SEDAN;163
2015;Nanchong;ABB;PBP;C CLASS SEDAN;149
2015;Neijiang;ABB;PBP;C CLASS SEDAN;13
2015;Panzhihua;ABB;PBP;C CLASS SEDAN;40
2015;Suining;ABB;PBP;C CLASS SEDAN;75
2015;Ya'an;ABB;PBP;C CLASS SEDAN;17
2015;Yibin;ABB;PBP;C CLASS SEDAN;105
2015;Zigong;ABB;PBP;C CLASS SEDAN;68
2015;Ziyang;ABB;PBP;C CLASS SEDAN;17
2015;Lasa;ABB;PBP;C CLASS SEDAN;20
2015;Shannan;ABB;PBP;C CLASS SEDAN;2
2015;Akesu;ABB;PBP;C CLASS SEDAN;16
2015;Aletai;ABB;PBP;C CLASS SEDAN;1
2015;Bayin'guoleng;ABB;PBP;C CLASS SEDAN;6
2015;Changji;ABB;PBP;C CLASS SEDAN;6
2015;Hami;ABB;PBP;C CLASS SEDAN;10
2015;Hetian;ABB;PBP;C CLASS SEDAN;1
2015;Kashi;ABB;PBP;C CLASS SEDAN;9
2015;Kelamayi;ABB;PBP;C CLASS SEDAN;8
2015;Kezilesuke'erkezi;ABB;PBP;C CLASS SEDAN;2
2015;Tacheng;ABB;PBP;C CLASS SEDAN;3
2015;Urumqi;ABB;PBP;C CLASS SEDAN;281
2015;Xinjiang Zhixiaxian;ABB;PBP;C CLASS SEDAN;1
2015;Yili;ABB;PBP;C CLASS SEDAN;11
2015;Baoshan;ABB;PBP;C CLASS SEDAN;37
2015;Chuxiong;ABB;PBP;C CLASS SEDAN;29
2015;Dali;ABB;PBP;C CLASS SEDAN;86
2015;Dehong;ABB;PBP;C CLASS SEDAN;21
2015;Diqing;ABB;PBP;C CLASS SEDAN;3
2015;Honghe;ABB;PBP;C CLASS SEDAN;33
2015;Kunming;ABB;PBP;C CLASS SEDAN;974
2015;Lijiang;ABB;PBP;C CLASS SEDAN;15
2015;Lincang;ABB;PBP;C CLASS SEDAN;24
2015;Nujiang;ABB;PBP;C CLASS SEDAN;2
2015;Puer;ABB;PBP;C CLASS SEDAN;23
2015;Qujing;ABB;PBP;C CLASS SEDAN;91
2015;Wenshan;ABB;PBP;C CLASS SEDAN;27
2015;Xishuangbanna;ABB;PBP;C CLASS SEDAN;28
2015;Yuxi;ABB;PBP;C CLASS SEDAN;98
2015;Zhaotong;ABB;PBP;C CLASS SEDAN;24
